"","level","date","state_fips","state_code","county_fips","county","pop_stay_at_home","pop_not_stay_at_home","trips","trips_1","trips_1_3","trips_3_5","trips_5_10","trips_10_25","trips_25_50","trips_50_100","trips_100_250","trips_250_500","trips_500"
"978829","County",2019-12-19,49,"UT",49035,"Salt Lake County",244569,904541,6064322,1705307,1559998,842950,1003427,753897,127170,27954,32704,6135,4780
"978830","County",2019-12-19,49,"UT",49037,"San Juan County",2831,12571,77455,20471,16253,3088,2899,12440,15196,5924,969,80,135
"978831","County",2019-12-19,49,"UT",49039,"Sanpete County",8489,22040,142144,31198,28716,16017,11568,32883,15774,4926,379,492,191
"978832","County",2019-12-19,49,"UT",49041,"Sevier County",5602,15871,128869,30135,20972,12428,17355,31409,8764,5168,1862,540,236
"978833","County",2019-12-19,49,"UT",49043,"Summit County",7414,34391,188636,39065,41467,21435,31362,40768,10082,1355,1275,552,1275
"978834","County",2019-12-19,49,"UT",49045,"Tooele County",13931,55762,332412,90330,73051,26394,34615,42227,45854,13871,5036,657,377
"978835","County",2019-12-19,49,"UT",49047,"Uintah County",8409,26921,138345,27722,44159,19504,20077,17227,3439,2341,3391,278,207
"978836","County",2019-12-19,49,"UT",49049,"Utah County",133843,486468,3032256,773089,824294,375161,414724,459239,141499,21629,15335,4197,3089
"978837","County",2019-12-19,49,"UT",49051,"Wasatch County",6335,26803,186845,33534,70349,22776,21760,22467,14330,909,400,69,251
"978838","County",2019-12-19,49,"UT",49053,"Washington County",35354,135821,890596,149987,213597,173198,165756,131803,24557,17924,11942,1068,764
"978839","County",2019-12-19,49,"UT",49055,"Wayne County",554,2128,23080,4511,2212,0,5602,7448,2640,475,192,0,0
"978840","County",2019-12-19,49,"UT",49057,"Weber County",57245,198330,1282409,339369,358793,182431,225374,117555,42624,9450,4955,1166,692
"979964","County",2019-12-20,49,"UT",49033,"Rich County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981955","County",2019-12-20,49,"UT",49001,"Beaver County",1102,5458,36506,9318,12908,1538,1005,2511,4859,3626,618,116,7
"981956","County",2019-12-20,49,"UT",49003,"Box Elder County",9841,44941,314259,75628,83337,25469,30169,66884,19818,6510,4594,1529,321
"981957","County",2019-12-20,49,"UT",49005,"Cache County",25002,101678,593202,158174,198338,63714,81285,46562,24561,14964,3084,1912,608
"981958","County",2019-12-20,49,"UT",49007,"Carbon County",4482,15725,95609,32441,16510,9566,18154,7385,5255,5215,851,193,39
"981959","County",2019-12-20,49,"UT",49009,"Daggett County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981960","County",2019-12-20,49,"UT",49011,"Davis County",63178,287460,1955724,524442,607962,227904,245220,228085,90901,14984,11733,3096,1397
"981961","County",2019-12-20,49,"UT",49013,"Duchesne County",4581,15322,85731,23081,15496,10068,9464,14760,7537,2580,2485,195,65
"981962","County",2019-12-20,49,"UT",49015,"Emery County",2120,7863,60931,25425,8137,2168,3023,7545,8026,4792,1663,152,0
"981963","County",2019-12-20,49,"UT",49017,"Garfield County",2302,2762,12846,4009,5203,0,527,414,421,2145,111,16,0
"981964","County",2019-12-20,49,"UT",49019,"Grand County",2112,7622,44328,13893,12664,3227,3992,1687,6217,887,1258,263,240
"981965","County",2019-12-20,49,"UT",49021,"Iron County",10192,42422,276282,47137,86204,37631,41327,22483,21921,13158,5729,559,133
"981966","County",2019-12-20,49,"UT",49023,"Juab County",3112,8408,40207,5463,12301,3364,2116,6630,6602,2903,626,186,16
"981967","County",2019-12-20,49,"UT",49025,"Kane County",2233,5452,23481,5216,6010,2208,2758,3691,765,2337,420,53,23
"981968","County",2019-12-20,49,"UT",49027,"Millard County",2202,10764,76872,17803,24295,5088,8067,13201,3617,3009,1582,138,72
"981969","County",2019-12-20,49,"UT",49029,"Morgan County",1656,10352,58802,8608,11629,5765,3828,17694,9086,856,1164,120,52
"981970","County",2019-12-20,49,"UT",49031,"Piute County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981971","County",2019-12-20,49,"UT",49035,"Salt Lake County",217216,931894,6308423,1684138,1604647,903011,1113511,782716,136067,33017,39681,7324,4311
"981972","County",2019-12-20,49,"UT",49037,"San Juan County",2853,12549,71203,18648,14958,2841,3970,13446,10488,5426,1227,162,37
"981973","County",2019-12-20,49,"UT",49039,"Sanpete County",7711,22818,120534,20842,22875,15454,11481,24057,15944,7311,2159,84,327
"981974","County",2019-12-20,49,"UT",49041,"Sevier County",4675,16798,119392,38269,22927,9790,12803,18720,10376,3555,2338,406,208
"981975","County",2019-12-20,49,"UT",49043,"Summit County",6513,35292,201118,38955,47662,30295,30590,39489,9202,2123,1537,360,905
"981976","County",2019-12-20,49,"UT",49045,"Tooele County",11049,58644,354516,80364,95652,27964,36915,53598,39894,12798,5784,1159,388
"981977","County",2019-12-20,49,"UT",49047,"Uintah County",7531,27799,154501,24457,50413,22541,16720,24887,8943,1561,4409,530,40
"981978","County",2019-12-20,49,"UT",49049,"Utah County",113214,507097,3187280,794856,861732,422952,423116,479993,145722,25259,23416,6839,3395
"981979","County",2019-12-20,49,"UT",49051,"Wasatch County",5734,27404,180457,20567,71217,16061,31720,22979,16184,1132,373,130,94
"981980","County",2019-12-20,49,"UT",49053,"Washington County",28869,142306,892449,153474,208335,173649,169648,132964,20037,16659,16117,1099,467
"981981","County",2019-12-20,49,"UT",49055,"Wayne County",400,2282,9120,2589,474,0,1311,1691,1699,916,371,69,0
"981982","County",2019-12-20,49,"UT",49057,"Weber County",50415,205160,1400702,387305,419833,187948,223025,110633,50980,12624,6019,1468,867
"987470","County",2019-08-12,49,"UT",49001,"Beaver County",1398,5162,17628,3225,7504,1369,1045,1182,1904,925,367,36,71
"987471","County",2019-08-12,49,"UT",49003,"Box Elder County",10778,44004,324208,78326,91682,32498,21398,59339,28279,9112,3000,352,222
"987472","County",2019-08-12,49,"UT",49005,"Cache County",20340,106340,510868,113857,261093,34996,37370,28545,16971,8397,3450,824,5365
"987473","County",2019-08-12,49,"UT",49007,"Carbon County",5514,14693,95006,25462,26822,10570,13725,8330,5113,3150,1520,167,147
"987474","County",2019-08-12,49,"UT",49009,"Daggett County",387,590,2094,293,112,180,513,235,727,32,2,0,0
"987475","County",2019-08-12,49,"UT",49011,"Davis County",63557,287081,1764662,329222,684274,191503,190217,231301,106533,19600,5816,1724,4472
"987476","County",2019-08-12,49,"UT",49013,"Duchesne County",4140,15763,75630,15025,12886,11058,8049,15942,9715,1934,730,56,235
"987477","County",2019-08-12,49,"UT",49015,"Emery County",2177,7806,51700,16475,7876,1537,2990,10124,7884,3858,927,29,0
"987478","County",2019-08-12,49,"UT",49017,"Garfield County",2188,2876,14564,4217,4146,451,1166,2305,650,1221,345,22,41
"987479","County",2019-08-12,49,"UT",49019,"Grand County",2568,7166,40200,14843,7438,4376,2454,2263,5266,2284,986,221,69
"987480","County",2019-08-12,49,"UT",49021,"Iron County",11141,41473,280642,59285,103993,34547,39461,13673,12235,11334,5094,704,316
"987481","County",2019-08-12,49,"UT",49023,"Juab County",2782,8738,60417,11403,14395,7299,2727,7668,12763,3344,669,65,84
"987482","County",2019-08-12,49,"UT",49025,"Kane County",1773,5912,41477,12311,6868,3074,3976,10663,1800,2348,308,60,69
"987483","County",2019-08-12,49,"UT",49027,"Millard County",2076,10890,40797,9994,13926,3837,4062,4615,1352,1273,1103,383,252
"987484","County",2019-08-12,49,"UT",49029,"Morgan County",2224,9784,45382,5039,17689,2820,2130,12126,4269,560,81,45,623
"987485","County",2019-08-12,49,"UT",49031,"Piute County",327,1114,12964,2247,191,94,4752,3127,2468,64,21,0,0
"987486","County",2019-08-12,49,"UT",49033,"Rich County",442,2014,13080,2437,1998,2691,1614,2889,999,208,211,0,33
"987487","County",2019-08-12,49,"UT",49035,"Salt Lake County",216761,932349,5609337,1186932,1534830,777067,1066551,804891,167607,31211,24859,9167,6222
"987488","County",2019-08-12,49,"UT",49037,"San Juan County",2998,12404,66347,16524,15684,4567,3473,9620,8809,6205,1150,190,125
"987489","County",2019-08-12,49,"UT",49039,"Sanpete County",6907,23622,124211,23331,25979,11711,18125,26187,10978,4941,2095,512,352
"987490","County",2019-08-12,49,"UT",49041,"Sevier County",3287,18186,63631,13094,14895,7215,6303,11065,6151,1635,1611,143,1519
"987491","County",2019-08-12,49,"UT",49043,"Summit County",7124,34681,163845,21600,28293,14925,55818,25480,13134,2753,922,166,754
"987492","County",2019-08-12,49,"UT",49045,"Tooele County",12148,57545,369001,79362,108004,18354,35554,61706,54061,8051,3225,277,407
"987493","County",2019-08-12,49,"UT",49047,"Uintah County",7177,28153,185986,24907,77980,29291,18155,16241,15233,1393,2549,101,136
"987494","County",2019-08-12,49,"UT",49049,"Utah County",119324,500987,3035656,579365,935745,592093,320186,389264,164819,30563,12569,3435,7617
"987495","County",2019-08-12,49,"UT",49051,"Wasatch County",6580,26558,181997,43585,53584,21134,21752,18216,20483,1741,852,67,583
"987496","County",2019-08-12,49,"UT",49053,"Washington County",27010,144165,830552,118859,397700,96424,96622,80885,17325,11591,7136,1368,2642
"987497","County",2019-08-12,49,"UT",49055,"Wayne County",454,2228,8044,408,2446,240,2214,1339,448,816,85,48,0
"987498","County",2019-08-12,49,"UT",49057,"Weber County",46360,209215,1355054,252287,412315,315262,167909,124457,59087,16557,4747,1143,1290
"990613","County",2019-08-13,49,"UT",49001,"Beaver County",1378,5182,17779,4426,4814,1078,936,1306,3823,1011,272,40,73
"990614","County",2019-08-13,49,"UT",49003,"Box Elder County",10654,44128,319098,80372,95862,27230,23180,50900,29077,8870,3004,377,226
"990615","County",2019-08-13,49,"UT",49005,"Cache County",21895,104785,505425,118574,244300,36480,43444,31154,13401,9335,3104,1050,4583
"990616","County",2019-08-13,49,"UT",49007,"Carbon County",5684,14523,109385,30934,30759,11531,16944,6601,5777,5477,1029,205,128
"990617","County",2019-08-13,49,"UT",49009,"Daggett County",448,529,2911,295,217,285,903,387,802,18,4,0,0
"990618","County",2019-08-13,49,"UT",49011,"Davis County",63040,287598,1796422,376965,651741,185853,192697,249708,109594,17266,5811,2072,4715
"990619","County",2019-08-13,49,"UT",49013,"Duchesne County",4808,15095,77174,12603,13427,13045,9119,16413,8984,2490,755,86,252
"990620","County",2019-08-13,49,"UT",49015,"Emery County",1884,8099,42079,9643,7117,1632,2436,8508,8478,3376,868,21,0
"990621","County",2019-08-13,49,"UT",49017,"Garfield County",2247,2817,14458,3650,3961,498,867,3174,907,1055,293,26,27
"990622","County",2019-08-13,49,"UT",49019,"Grand County",2503,7231,49648,14791,13518,4242,2690,3518,7256,2577,853,123,80
"990623","County",2019-08-13,49,"UT",49021,"Iron County",11290,41324,300466,58055,112296,38578,43142,17971,13795,11205,4532,669,223
"990624","County",2019-08-13,49,"UT",49023,"Juab County",2708,8812,51081,10217,14828,2935,2441,7935,9094,2790,726,62,53
"990625","County",2019-08-13,49,"UT",49025,"Kane County",2062,5623,45160,14067,8181,3999,3954,9774,1979,2664,410,101,31
"990626","County",2019-08-13,49,"UT",49027,"Millard County",1870,11096,41175,10641,12271,2652,3447,7594,1545,1230,1153,358,284
"990627","County",2019-08-13,49,"UT",49029,"Morgan County",1824,10184,40257,7751,11236,3849,1723,8912,4433,679,482,41,1151
"990628","County",2019-08-13,49,"UT",49031,"Piute County",327,1114,13300,1328,1248,96,3842,5583,1116,0,87,0,0
"990629","County",2019-08-13,49,"UT",49033,"Rich County",470,1986,13444,2550,2868,3609,1124,2219,871,84,75,0,44
"990630","County",2019-08-13,49,"UT",49035,"Salt Lake County",215955,933155,5766602,1277232,1579822,831484,1074620,777293,156380,32794,22357,8831,5789
"990631","County",2019-08-13,49,"UT",49037,"San Juan County",3135,12267,83757,21108,25244,4932,6359,6904,11328,6286,1411,128,57
"990632","County",2019-08-13,49,"UT",49039,"Sanpete County",6552,23977,127906,30606,26277,15715,14375,23568,8427,4971,2094,1624,249
"990633","County",2019-08-13,49,"UT",49041,"Sevier County",3426,18047,71205,16417,17129,7764,6232,12563,5651,1913,1689,551,1296
"990634","County",2019-08-13,49,"UT",49043,"Summit County",7995,33810,171543,23702,36040,17092,46296,30211,13375,3316,446,244,821
"990635","County",2019-08-13,49,"UT",49045,"Tooele County",12459,57234,403223,101418,105566,21752,41159,71295,50488,7824,2756,565,400
"990636","County",2019-08-13,49,"UT",49047,"Uintah County",7477,27853,213325,37672,83616,30238,16063,23170,18104,1617,2599,58,188
"990637","County",2019-08-13,49,"UT",49049,"Utah County",119382,500929,2932093,605621,863310,509228,327624,406438,165127,32027,11830,3444,7444
"990638","County",2019-08-13,49,"UT",49051,"Wasatch County",5666,27472,175709,45119,51735,17397,19621,18570,20359,1522,486,55,845
"990639","County",2019-08-13,49,"UT",49053,"Washington County",27940,143235,834043,120617,378815,100069,107591,84724,19802,11385,7361,1348,2331
"990640","County",2019-08-13,49,"UT",49055,"Wayne County",468,2214,13095,2808,4063,426,1588,2053,1328,679,64,86,0
"990641","County",2019-08-13,49,"UT",49057,"Weber County",47153,208422,1368515,277235,403744,288992,187423,130797,58687,15677,3956,1061,943
"993754","County",2019-08-14,49,"UT",49001,"Beaver County",1202,5358,18382,6196,4125,1100,1177,1304,3411,734,248,35,52
"993755","County",2019-08-14,49,"UT",49003,"Box Elder County",9889,44893,307919,75946,82478,30202,24327,54020,28565,8967,2801,414,199
"993756","County",2019-08-14,49,"UT",49005,"Cache County",19942,106738,495490,125069,229835,35021,41990,31525,15082,8914,3052,1002,4000
"993757","County",2019-08-14,49,"UT",49007,"Carbon County",5476,14731,102089,34583,25424,10933,12432,7758,5409,4007,1331,105,107
"993758","County",2019-08-14,49,"UT",49009,"Daggett County",487,490,4494,708,373,328,951,176,1923,31,4,0,0
"993759","County",2019-08-14,49,"UT",49011,"Davis County",60742,289896,1862835,366928,716882,195529,200422,247550,106017,18812,4822,1799,4074
"993760","County",2019-08-14,49,"UT",49013,"Duchesne County",4252,15651,85389,23710,13649,11019,9141,17819,6899,2269,626,58,199
"993761","County",2019-08-14,49,"UT",49015,"Emery County",2247,7736,36775,7149,8429,2430,1446,8878,5753,2040,607,43,0
"993762","County",2019-08-14,49,"UT",49017,"Garfield County",1938,3126,16875,4537,4763,947,1016,2560,1781,893,325,24,29
"993763","County",2019-08-14,49,"UT",49019,"Grand County",2479,7255,50211,18474,10980,5279,2791,3145,6376,2148,705,259,54
"993764","County",2019-08-14,49,"UT",49021,"Iron County",11222,41392,305918,63731,114552,39183,38440,18794,14887,12354,3125,643,209
"993765","County",2019-08-14,49,"UT",49023,"Juab County",2699,8821,57140,8883,18202,5761,3936,8030,8138,3561,508,85,36
"993766","County",2019-08-14,49,"UT",49025,"Kane County",1879,5806,39689,11775,5482,3552,3366,10655,1754,2418,556,73,58
"993767","County",2019-08-14,49,"UT",49027,"Millard County",1947,11019,41751,12192,14827,2337,2946,5157,1739,1201,766,386,200
"993768","County",2019-08-14,49,"UT",49029,"Morgan County",2415,9593,44507,8105,12472,2580,2213,10146,7335,930,228,40,458
"993769","County",2019-08-14,49,"UT",49031,"Piute County",349,1092,10937,1381,1240,286,3843,2807,1201,110,69,0,0
"993770","County",2019-08-14,49,"UT",49033,"Rich County",498,1958,12552,2907,1732,1708,1421,2904,1497,281,83,0,19
"993771","County",2019-08-14,49,"UT",49035,"Salt Lake County",214279,934831,5900665,1314910,1608625,857519,1048511,828465,177497,32690,18895,8649,4904
"993772","County",2019-08-14,49,"UT",49037,"San Juan County",2904,12498,63804,20058,11915,4764,2447,5470,10007,7903,994,180,66
"993773","County",2019-08-14,49,"UT",49039,"Sanpete County",6871,23658,121371,22107,25488,13830,13876,21672,16305,4923,2191,815,164
"993774","County",2019-08-14,49,"UT",49041,"Sevier County",3236,18237,75372,19904,17769,4797,7760,14762,5618,1506,1874,484,898
"993775","County",2019-08-14,49,"UT",49043,"Summit County",7498,34307,169926,23987,30155,19474,47778,28444,14617,3853,789,311,518
"993776","County",2019-08-14,49,"UT",49045,"Tooele County",12382,57311,395223,84127,121770,23403,39251,58908,56761,7568,2636,418,381
"993777","County",2019-08-14,49,"UT",49047,"Uintah County",6692,28638,225497,40425,92613,28706,20688,21570,17358,1783,2148,70,136
"993778","County",2019-08-14,49,"UT",49049,"Utah County",118294,502017,3064194,612909,961943,546525,313763,407789,167979,32332,11061,3435,6458
"993779","County",2019-08-14,49,"UT",49051,"Wasatch County",6608,26530,181882,41829,53565,21336,24356,17074,21121,1578,750,51,222
"993780","County",2019-08-14,49,"UT",49053,"Washington County",26870,144305,861178,110500,428050,102463,102221,79911,18260,10643,5885,1235,2010
"993781","County",2019-08-14,49,"UT",49055,"Wayne County",427,2255,8928,1102,918,300,2983,1585,1458,428,109,45,0
"993782","County",2019-08-14,49,"UT",49057,"Weber County",47202,208373,1371249,275666,422426,237011,197145,145329,70749,17310,3495,1210,908
"995219","County",2019-05-20,49,"UT",49001,"Beaver County",1802,4758,35695,13340,10355,2790,1571,2019,3495,1555,510,43,17
"995220","County",2019-05-20,49,"UT",49003,"Box Elder County",10756,44026,274169,61414,76994,29230,25455,48829,20209,7126,3445,939,528
"995221","County",2019-05-20,49,"UT",49005,"Cache County",26104,100576,483738,133395,162552,54217,58303,34638,20321,9715,3250,1154,6193
"995222","County",2019-05-20,49,"UT",49007,"Carbon County",5418,14789,82361,22378,19592,10090,12687,6816,4566,4590,1330,187,125
"995223","County",2019-05-20,49,"UT",49009,"Daggett County",331,646,4082,1084,600,190,660,282,1166,91,9,0,0
"995224","County",2019-05-20,49,"UT",49011,"Davis County",73248,277390,1692121,470488,490218,217081,198708,204245,80173,14109,9360,2380,5359
"995225","County",2019-05-20,49,"UT",49013,"Duchesne County",5084,14819,86085,19914,12825,10514,15836,16115,7335,2254,1155,76,61
"995226","County",2019-05-20,49,"UT",49015,"Emery County",2424,7559,36064,10134,4745,1795,2247,6577,6726,2875,894,71,0
"995227","County",2019-05-20,49,"UT",49017,"Garfield County",2095,2969,16183,4936,4353,984,1107,2494,1291,631,300,37,50
"995228","County",2019-05-20,49,"UT",49019,"Grand County",2221,7513,51073,18678,12058,4807,3926,2584,5798,1934,910,258,120
"995229","County",2019-05-20,49,"UT",49021,"Iron County",11697,40917,252796,47732,76531,41072,38351,18360,13517,12583,3576,872,202
"995230","County",2019-05-20,49,"UT",49023,"Juab County",2859,8661,49055,8978,11379,4748,3051,7761,8557,3135,1217,140,89
"995231","County",2019-05-20,49,"UT",49025,"Kane County",1850,5835,32780,5926,6062,4800,3846,7704,1057,2394,842,84,65
"995232","County",2019-05-20,49,"UT",49027,"Millard County",2111,10855,64399,17330,20998,3726,5354,9284,2173,1996,3034,165,339
"995233","County",2019-05-20,49,"UT",49029,"Morgan County",2207,9801,60581,9548,14865,7059,4071,15212,8402,968,329,68,59
"995234","County",2019-05-20,49,"UT",49031,"Piute County",376,1065,4790,561,59,46,2069,1038,894,101,22,0,0
"995235","County",2019-05-20,49,"UT",49033,"Rich County",432,2024,11368,1903,1611,2802,657,2973,1192,176,34,0,20
"995236","County",2019-05-20,49,"UT",49035,"Salt Lake County",239926,909184,4895184,1090708,1291690,696796,948046,676038,110892,28269,32024,10572,10149
"995237","County",2019-05-20,49,"UT",49037,"San Juan County",3038,12364,62740,13340,13700,4651,4188,9046,10730,5510,1255,261,59
"995238","County",2019-05-20,49,"UT",49039,"Sanpete County",7255,23274,104958,24450,21440,12554,12676,16273,10205,4124,2280,201,755
"995239","County",2019-05-20,49,"UT",49041,"Sevier County",5169,16304,99049,26953,22625,10423,7981,18225,6462,2591,2044,1303,442
"995240","County",2019-05-20,49,"UT",49043,"Summit County",7270,34535,186424,36222,45246,25466,32389,30304,11729,1764,1380,744,1180
"995241","County",2019-05-20,49,"UT",49045,"Tooele County",12873,56820,359654,79167,103958,33816,40999,47701,38720,7831,5990,1089,383
"995242","County",2019-05-20,49,"UT",49047,"Uintah County",7552,27778,151389,29358,50966,28653,13502,14702,8466,2043,3186,287,226
"995243","County",2019-05-20,49,"UT",49049,"Utah County",133262,487049,2803447,675633,791197,340665,393035,405185,143079,27255,16491,4916,5991
"995244","County",2019-05-20,49,"UT",49051,"Wasatch County",5945,27193,181001,39960,60253,21039,23351,17524,15823,1775,822,88,366
"995245","County",2019-05-20,49,"UT",49053,"Washington County",33818,137357,773236,167718,180521,135781,144483,96711,20582,12031,12451,1656,1302
"995246","County",2019-05-20,49,"UT",49055,"Wayne County",379,2303,11783,2790,3157,357,2259,1474,505,1017,191,33,0
"995247","County",2019-05-20,49,"UT",49057,"Weber County",55414,200161,1127478,276095,329107,152249,189927,104684,48951,15612,7104,1907,1842
"998361","County",2019-05-21,49,"UT",49001,"Beaver County",1562,4998,30029,8992,8842,1252,1690,2453,3560,2530,604,90,16
"998362","County",2019-05-21,49,"UT",49003,"Box Elder County",10872,43910,256897,60445,77007,24708,23278,44553,16047,5793,3897,735,434
"998363","County",2019-05-21,49,"UT",49005,"Cache County",27210,99470,474012,117964,157340,56951,64661,39643,17844,10699,2476,525,5909
"998364","County",2019-05-21,49,"UT",49007,"Carbon County",5329,14878,86483,22889,21203,8701,15397,4812,4555,7682,892,140,212
"998365","County",2019-05-21,49,"UT",49009,"Daggett County",418,559,3114,952,320,203,703,386,532,14,4,0,0
"998366","County",2019-05-21,49,"UT",49011,"Davis County",74552,276086,1631258,441330,494682,196682,187497,197887,84239,12745,8594,2188,5414
"998367","County",2019-05-21,49,"UT",49013,"Duchesne County",5217,14686,96708,25866,16265,12964,13128,17970,7412,1917,900,226,60
"998368","County",2019-05-21,49,"UT",49015,"Emery County",2474,7509,34897,8730,3797,1837,2491,7180,5712,4075,1014,61,0
"998369","County",2019-05-21,49,"UT",49017,"Garfield County",2123,2941,19306,5484,5116,1118,1214,3754,1455,796,318,28,23
"998370","County",2019-05-21,49,"UT",49019,"Grand County",2151,7583,56726,18507,11607,7729,4825,3282,8090,1725,662,164,135
"998371","County",2019-05-21,49,"UT",49021,"Iron County",11763,40851,284370,61366,93483,35834,39098,20734,16374,12329,4257,617,278
"998372","County",2019-05-21,49,"UT",49023,"Juab County",2767,8753,55323,10268,12253,6606,2786,9212,9766,3377,741,205,109
"998373","County",2019-05-21,49,"UT",49025,"Kane County",1967,5718,36167,7229,6386,5797,3285,8427,1220,2816,859,105,43
"998374","County",2019-05-21,49,"UT",49027,"Millard County",2303,10663,60683,13379,19090,4489,6767,10128,2376,1354,2706,93,301
"998375","County",2019-05-21,49,"UT",49029,"Morgan County",2257,9751,57642,9322,14919,6721,3661,13381,8433,583,330,113,179
"998376","County",2019-05-21,49,"UT",49031,"Piute County",423,1018,8155,1719,489,0,3708,1240,890,30,79,0,0
"998377","County",2019-05-21,49,"UT",49033,"Rich County",442,2014,11734,2086,1542,1768,1848,2412,1283,639,138,0,18
"998378","County",2019-05-21,49,"UT",49035,"Salt Lake County",240100,909010,4970506,1131790,1300556,701746,952469,698230,108163,26273,31511,10658,9110
"998379","County",2019-05-21,49,"UT",49037,"San Juan County",3154,12248,73072,21551,17971,4027,3882,10718,7109,5895,1549,325,45
"998380","County",2019-05-21,49,"UT",49039,"Sanpete County",7792,22737,102857,19520,20359,13648,13242,18685,8892,5759,2017,179,556
"998381","County",2019-05-21,49,"UT",49041,"Sevier County",5078,16395,101651,27593,25350,7739,9198,16973,6942,3738,2058,1584,476
"998382","County",2019-05-21,49,"UT",49043,"Summit County",7429,34376,185596,31440,42997,22846,33365,36339,12455,3014,1431,469,1240
"998383","County",2019-05-21,49,"UT",49045,"Tooele County",12909,56784,351874,81867,100055,28124,36998,43735,42988,9702,6967,853,585
"998384","County",2019-05-21,49,"UT",49047,"Uintah County",7564,27766,163451,28587,64669,23607,14918,15543,11768,1752,2109,256,242
"998385","County",2019-05-21,49,"UT",49049,"Utah County",134743,485568,2794136,667536,769741,350667,388340,423122,142870,26143,15510,4727,5480
"998386","County",2019-05-21,49,"UT",49051,"Wasatch County",6513,26625,203087,56574,60149,22863,24675,18292,17740,1532,875,82,305
"998387","County",2019-05-21,49,"UT",49053,"Washington County",33468,137707,847537,186612,203906,151904,158197,97560,22620,13262,10408,1568,1500
"998388","County",2019-05-21,49,"UT",49055,"Wayne County",431,2251,14186,2959,4555,434,2010,1654,1133,1222,182,37,0
"998389","County",2019-05-21,49,"UT",49057,"Weber County",56294,199281,1127129,264964,337412,156476,184891,108930,50352,13411,6856,1842,1995
"1001503","County",2019-05-22,49,"UT",49001,"Beaver County",1503,5057,36118,8330,13163,1659,1650,4255,3867,2340,724,121,9
"1001504","County",2019-05-22,49,"UT",49003,"Box Elder County",10325,44457,274075,62252,77501,26973,27256,50290,17558,6805,3974,1008,458
"1001505","County",2019-05-22,49,"UT",49005,"Cache County",26978,99702,506418,136014,174075,53813,68537,35805,20677,9372,2257,1034,4834
"1001506","County",2019-05-22,49,"UT",49007,"Carbon County",5273,14934,83155,23337,21808,7918,12626,6921,3582,5397,1119,299,148
"1001507","County",2019-05-22,49,"UT",49009,"Daggett County",417,560,3171,831,269,340,590,432,596,105,8,0,0
"1001508","County",2019-05-22,49,"UT",49011,"Davis County",73343,277295,1732839,510466,500476,211429,195595,205260,80077,13045,8981,2202,5308
"1001509","County",2019-05-22,49,"UT",49013,"Duchesne County",5168,14735,96947,29430,13987,11221,13111,19845,5287,2450,1438,113,65
"1001510","County",2019-05-22,49,"UT",49015,"Emery County",2583,7400,38502,11688,4558,2296,2110,6834,7107,2921,868,120,0
"1001511","County",2019-05-22,49,"UT",49017,"Garfield County",2064,3000,19051,5123,5210,1043,1503,3574,1514,719,286,49,30
"1001512","County",2019-05-22,49,"UT",49019,"Grand County",2165,7569,57007,19231,12138,6257,4243,3332,8063,2551,910,184,98
"1001513","County",2019-05-22,49,"UT",49021,"Iron County",11488,41126,278579,57815,90924,40901,42105,16375,13230,12109,4128,735,257
"1001514","County",2019-05-22,49,"UT",49023,"Juab County",2535,8985,58405,10616,16714,5422,3759,9076,8107,3675,505,399,132
"1001515","County",2019-05-22,49,"UT",49025,"Kane County",1835,5850,37388,9469,6072,5633,3588,8720,1100,1840,827,62,77
"1001516","County",2019-05-22,49,"UT",49027,"Millard County",2353,10613,65399,13754,24990,3369,6828,9656,2113,1985,2425,159,120
"1001517","County",2019-05-22,49,"UT",49029,"Morgan County",2071,9937,57274,6629,16332,5106,3430,14947,9218,849,309,212,242
"1001518","County",2019-05-22,49,"UT",49031,"Piute County",461,980,3370,990,385,0,1814,0,0,66,115,0,0
"1001519","County",2019-05-22,49,"UT",49033,"Rich County",468,1988,10956,2099,1959,1707,1036,2740,978,206,178,0,53
"1001520","County",2019-05-22,49,"UT",49035,"Salt Lake County",232578,916532,4987667,1167801,1310874,715624,906567,695143,108681,27435,34843,11121,9578
"1001521","County",2019-05-22,49,"UT",49037,"San Juan County",2904,12498,67353,18307,16374,3765,3928,8485,9568,5265,1378,222,61
"1001522","County",2019-05-22,49,"UT",49039,"Sanpete County",7703,22826,108021,28689,25366,12399,11028,16445,6703,5232,1309,285,565
"1001523","County",2019-05-22,49,"UT",49041,"Sevier County",4858,16615,103739,29480,21916,8167,11992,16612,7453,3567,2668,1325,559
"1001524","County",2019-05-22,49,"UT",49043,"Summit County",7607,34198,193925,35483,45138,26765,30477,36658,13665,2088,1800,776,1075
"1001525","County",2019-05-22,49,"UT",49045,"Tooele County",12886,56807,356420,78433,105762,30337,38570,47028,41293,8031,5247,1195,524
"1001526","County",2019-05-22,49,"UT",49047,"Uintah County",7284,28046,153006,26337,53533,25538,17475,14527,11000,1361,2688,302,245
"1001527","County",2019-05-22,49,"UT",49049,"Utah County",131413,488898,2811614,650630,799628,351522,369705,437075,147819,27063,18359,4791,5022
"1001528","County",2019-05-22,49,"UT",49051,"Wasatch County",5846,27292,201416,51836,62381,20853,28002,18675,17373,1197,757,88,254
